Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Variant Image,Variant Weight Unit,Status
"conjunto-afrodite","","","","","","","","","Amarelo Floral","","Queen (180x200cm)","","","14:1052#camel;5:596#180x200cm 3pcs set","0","","","deny","manual","339.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/Sfc160c25553e490ea77bdbfc94c656f9d.jpg?v=1762747754","",""
"conjunto-afrodite","","","","","","","","","Azul Floral","","Queen (180x200cm)","","","14:350852#blue daisy;5:596#180x200cm 3pcs set","0","","","deny","manual","339.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S6a261b49c8dd4893aa546bab7010bc1c0.jpg?v=1762747754","",""
"conjunto-afrodite","","","","","","","","","Roxo Floral","","Queen (180x200cm)","","","14:365458#purple flower;5:596#180x200cm 3pcs set","0","","","deny","manual","339.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S36fb757cf9564e7cb3dcecc673beefa6X.jpg?v=1762747754","",""
"conjunto-afrodite","","","","","","","","","Cinza","","King (200x220cm)","","","14:10#grey;5:200013260#200x220cm 3pcs set","0","","","deny","manual","359.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/Sd9ffa45715d0413e850cbf2f2cfbbdb79.jpg?v=1762747754","",""
"conjunto-afrodite","","","","","","","","","Verde Claro","","King (200x220cm)","","","14:29#green1;5:200013260#200x220cm 3pcs set","0","","","deny","manual","359.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S7f9a7579809a4bbf8fd05ce01dfe27c0F.jpg?v=1762747754","",""
"conjunto-afrodite","","","","","","","","","Salmão","","King (200x220cm)","","","14:175#duster pink;5:200013260#200x220cm 3pcs set","0","","","deny","manual","359.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S59c2b05d039745d287097e322794cb15r.jpg?v=1762747753","",""
"conjunto-afrodite","","","","","","","","","Verde Escuro","","King (200x220cm)","","","14:193#green3;5:200013260#200x220cm 3pcs set","0","","","deny","manual","359.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/Se7e375b0a7aa497cb427ccbb8b3cfb37a.jpg?v=1762747754","",""
"conjunto-afrodite","","","","","","","","","Azul Piscina","","King (200x220cm)","","","14:366#Lake Blue;5:200013260#200x220cm 3pcs set","0","","","deny","manual","359.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S3e5dc8fb42b34026a46f6fc798cfe87bg.jpg?v=1762747754","",""
"conjunto-afrodite","","","","","","","","","Rosa","","King (200x220cm)","","","14:496#pink;5:200013260#200x220cm 3pcs set","0","","","deny","manual","359.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S1d2cac5592c24e02bc51d5a43cc28ac9n.jpg?v=1762747754","",""
"conjunto-afrodite","","","","","","","","","Amarelo Floral","","King (200x220cm)","","","14:1052#camel;5:200013260#200x220cm 3pcs set","0","","","deny","manual","359.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/Sfc160c25553e490ea77bdbfc94c656f9d.jpg?v=1762747754","",""
"conjunto-afrodite","","","","","","","","","Azul Floral","","King (200x220cm)","","","14:350852#blue daisy;5:200013260#200x220cm 3pcs set","0","","","deny","manual","359.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S6a261b49c8dd4893aa546bab7010bc1c0.jpg?v=1762747754","",""
"conjunto-afrodite","","","","","","","","","Roxo Floral","","King (200x220cm)","","","14:365458#purple flower;5:200013260#200x220cm 3pcs set","0","","","deny","manual","359.40","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S36fb757cf9564e7cb3dcecc673beefa6X.jpg?v=1762747754","",""
"conjunto-sleep-luxury","Conjunto Sleep Luxury™ /  Lençol de Seda Cetim + Fronhas","<p><audio class=""audio-for-speech""></audio></p>
<div class=""translate-tooltip-mtz hidden"">
<div class=""header"">
<div class=""header-controls"">
<span class=""sound-translate""></span><br>
</div>
</div>
</div>
<h2 style=""text-align: center;""><span dir=""ltr"" style=""color: #d09c3b;"">DESFRUTE DE UMA ÓTIMA NOITE DE SONO QUE SÓ O NOSSO LENÇOL DE SEDA CETIM PODE TE OFERECER!</span></h2>
<p><strong><span dir=""ltr"">O mais <span style=""color: #d09c3b;"">refinado, respirável e macio</span> do mercado! As propriedades reguladoras de temperatura naturais do Silk mantêm você confortável em todas as estações. Ele absorve a umidade do corpo no verão e mantém você aquecido no inverno.</span></strong></p>
<p><span dir=""ltr""><br><img src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/sleep-luxury-3_480x480_046f74e7-6475-4bf4-aa36-825e9a8e4c05_480x480.gif?v=1658767344"" alt="""" data-mce-fragment=""1""><br><strong><span style=""color: #d09c3b;"">✔ Material natural</span><span> -</span></strong><span> <strong>os lençóis de seda cetim são feitos de fibras de proteína natural. Ideal para pessoas com pele sensível e hipoalérgicas. </strong></span></span></p>
<p><span dir=""ltr""><br><img src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/ea17fa2610ecb7dafc8a982a5d87c7cf_480x480.gif?v=1658767308"" alt="""" data-mce-fragment=""1""><br><strong><span> <span style=""color: #d09c3b;"">✔ Alta qualidade de artesanato e design</span> </span>- lençóis lisos de seda cetim produzidos por profissionais, com bordados elegantes e acabamento perfeito! Com certeza seu quarto irá ficar muito mais lindo e requintado com este lençol e fronhas.</strong><br><img class=""sep-lazyload lazyautosizes lazyloaded"" sizes=""480px"" srcset=""https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 48w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 180w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 360w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 540w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 720w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 900w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1024w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1280w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1366w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1440w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1536w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1600w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1920w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 2056w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 2560w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 2732w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 2880w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 3072w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 3200w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 3840w"" alt="""" width=""480"" height=""480"" data-sizes=""auto"" data-srcset=""https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 48w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 180w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 360w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 540w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 720w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 900w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1024w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1280w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1366w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1440w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1536w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1600w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 1920w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 2056w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 2560w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 2732w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 2880w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 3072w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 3200w, https://cdn.shoplazza.com/947f9fa93832f713cba3448453677a98_540.jpg 3840w"" style=""display: block; margin-left: auto; margin-right: auto;""><br><strong><span><span style=""color: #d09c3b;"">✔ Lençol que não escapa e não embaraça</span>-</span>Design profundo com bolsos e elástico ao redor de toda a parte inferior, o que evita que os cantos apareçam, mesmo se você se jogar e virar. O lençol quando ajustado mantém totalmente sua forma, não se preocupe mais em ficar esticando ou arrumando o lençol todos os dias!</strong><br><br></span></p>
<p><span dir=""ltr""><img style=""display: block; margin-left: auto; margin-right: auto;"" class=""sep-lazyload lazyautosizes lazyloaded"" sizes=""480px"" srcset=""https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 48w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 180w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 360w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 540w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 720w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 900w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1024w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1280w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1366w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1440w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1536w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1600w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1920w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2056w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2560w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2732w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2880w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3072w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3200w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3840w"" alt="""" width=""480"" height=""480"" data-sizes=""auto"" data-srcset=""https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 48w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 180w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 360w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 540w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 720w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 900w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1024w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1280w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1366w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1440w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1536w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1600w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 1920w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2056w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2560w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2732w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 2880w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3072w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3200w, https://cdn.shoplazza.com/0c10727dcfba1fb388645aa3a5c73003_540.jpg 3840w""><br><strong><span><span style=""color: #d09c3b;"">✔ Tecido Premium</span> </span>- respirável, resistente a rugas, muito macio e confortável para a experiência definitiva de dormir.</strong><br><br></span></p>
<p><strong><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">TAMANHOS E MEDIDAS: </span></span></strong></p>
<ul>
<li><strong><span style=""color: #d09c3b;"">Viúva:</span> 120x200cm</strong></li>
<li><strong><span style=""color: #d09c3b;"">Casal:</span> 150x200cm </strong></li>
<li><strong><span style=""color: #d09c3b;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Rainha:</span></span></span><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">  180x200cm</span></span></strong></li>
<li><strong><span style=""color: #d09c3b;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Rei:</span></span></span><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">  200x220cm</span></span></strong></li>
</ul>
<p><span dir=""ltr""><br></span></p>
<p> </p>","ModernLar","","","","true","Clique Abaixo Para Selecionar a Cor Desejada","Dourado","Clique Abaixo Para Selecionar o Tamanho Desejado","Casal","","","45749074-picture-color-4-150x200cm-3pc","0","","","deny","manual","285.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381317.jpg?v=1762747754","1","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1778381317.jpg?v=1762747754","","active"
